status,path,classification,reason
A,doc/performance_experiments/phase2a_noble_mask_20260902.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase2a_noble_mask_paired_20260902.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2a_noble_mask_paired_evidence_20260902.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2a_packed_resources_rejected_20260902.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2a_packed_resources_rejected_20260902.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase2a_packed_resources_rejected_evidence_20260902.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_packed_code_sink_20260902.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_packed_code_sink_20260902.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase2b_packed_code_sink_evidence_20260902.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_payment_pattern_table_rejected_20260902.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_payment_pattern_table_rejected_20260902.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase2b_payment_pattern_table_rejected_evidence_20260902.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_purchase_count_dp_rejected_20260902.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_purchase_count_dp_rejected_20260902.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase2b_purchase_count_dp_rejected_evidence_20260902.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_return_count_20260902.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_return_count_20260902.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase2b_return_count_evidence_20260902.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_return_pattern_table_20260902.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_return_pattern_table_20260902.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase2b_return_pattern_table_evidence_20260902.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_single_pass_codes_20260902.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase2b_single_pass_codes_20260902.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase2b_single_pass_codes_evidence_20260902.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3a_solver_containers_20260902.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3a_solver_containers_20260902.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3a_solver_containers_diagnostics_20260902.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3a_solver_containers_evidence_20260902.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3b_incremental_reveal_state_20260905.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3b_incremental_reveal_state_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3b_incremental_reveal_state_diagnostics_20260905.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3b_incremental_reveal_state_evidence_20260905.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3c_solver_tt_compaction_20260905.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3c_solver_tt_compaction_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3c_solver_tt_compaction_diagnostics_20260905.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3c_solver_tt_compaction_evidence_20260905.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3d1_evidence_20260905.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3d1_finalize_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3d1_native_batch_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3d1_normal_rollback_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3d1_paired_20260905.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3d1_plan_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3d1_record_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3d1_setup_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3d1_validate_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3d23_evidence_20260905.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3d23_finalize_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3d23_plan_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3d23_record_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3d23_reveal_transactions_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3d3_purchase_visit_cost_20260905.cpp,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp1_evidence_20260905.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp1_finalize_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp1_paired_20260905.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp1_plan_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3dp1_proof_batch_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp1_proof_launcher_20260905.cpp,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp1_record_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp1_score_once_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3dp1_validate_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp2_buffer_probe_20260905.cpp,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp2_evidence_20260905.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp2_finalize_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp2_native_batch_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp2_native_proof_batch_20260905.cpp,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp2_paired_20260905.csv,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp2_plan_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3dp2_record_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp2_search_scratch_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3dp2_setup_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp2_supplement_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3dp2_validate_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3e5e5a_action_selection_20260906.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3e5e5a_evidence_20260906.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3e5e5a_finalize_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase3e5e5a_plan_20260906.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase3e5e5a_record_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase4b1_prune_session_20260905.cpp,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase4c_concurrency_20260906.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase4c_evidence_20260906.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase4c_finalize_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase4c_ledger_contract_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase4c_plan_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase4c_record_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5br4b1_evidence_20260905.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5br4b1_finalize_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5br4b1_mcts_state_records_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase5br4b1_plan_20260905.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase5br4b1_record_20260905.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5cb_boundary_bench_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5cb_boundary_launcher_20260906.cpp,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5cb_evidence_20260906.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5cb_features_20260906.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase5cb_finalize_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5cb_plan_20260906.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase5cb_record_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5d_evidence_20260906.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5d_finalize_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5d_plan_20260906.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase5d_record_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase5d_v3_payment_20260906.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase6_build_profiles_20260906.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase6_common_audit_20260906.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase6_evidence_20260906.json,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase6_finalize_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase6_pgo_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase6_plan_20260906.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/phase6_python_probe_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase6_record_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/phase6_validate_20260906.py,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/proof_batch_driver/CMakeLists.txt,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/purchase_visit_cost_driver/CMakeLists.txt,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/README.md,documentation,"Adoption/rejection history, API docs, review or release preparation"
A,doc/performance_experiments/raw/exploratory/csplendor-codex56-counter-off__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-codex56-counter-off__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-codex56-counter-on__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-codex56-counter-on__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-counter-off-smoke.jsonl.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-counter-on-smoke.jsonl.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-counter-smoke.jsonl.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-manifest-smoke.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-native-collect-v2.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-native-collect.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-native-direct.jsonl.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-native-paired.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-paired-smoke.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-parallel-counter-smoke.jsonl.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-baseline.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-candidate-hash.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-candidate-reserve.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-candidate-vector-path.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-final-notime.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-fixednodes-timecheck-1.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-fixednodes-timecheck-64.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-interleaved-baseline.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-interleaved-candidate.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-timecheck-256.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-timecheck-64.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor-reveal-timecheck-every-node.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor_hotpaths_all.jsonl.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/exploratory/csplendor_hotpaths_all_final.jsonl.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/ci_lint.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/ci_lint_available_tool.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/final_validation.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/frontier_transport.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/frontier_transport_identity.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/gui_bridge_tests.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/helper_compile.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/main_ci_lint.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/real_model.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/real_model_v2.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/recommended_model.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/session_cancel_resume.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/start.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/f2_f3_20260906/venv.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/final_integration_20260906/audit_common_candidate.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/final_integration_20260906/audit_common_lto.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/final_integration_20260906/audit_common_main.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/final_integration_20260906/build_asan.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/final_integration_20260906/build_candidate.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/final_integration_20260906/build_candidate_fixed.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/final_integration_20260906/build_common_candidate.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/final_integration_20260906/build_common_lto.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/final_integration_20260906/build_common_main.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/final_integration_20260906/build_main.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
